tag,real_mem_auc_bal,synth_mem_auc_bal,real_mem_auc,synth_mem_auc,iters,data_size,seed,cwc,ad2d,continuous_w_d,latent_cluster_analysis,mca_dist,mca_tvd_dist,combined_clinical_violations,r2r_auc,r2r_prauc,r2r_acc,s2h_auc,s2h_prauc,s2h_acc,r2s_auc,r2s_prauc,r2s_acc,elapsed_time
rl_mimic_seed3,0.997,0.5003,0.9977777777777778,0.5045706666666666,30000,0.7,3,8.911775513634392,2.1531660066065315,"{'AGE': [np.float64(1.2686040515506394)], 'BMI': [np.float64(0.6663343787290207)], 'DIASTOLIC': [np.float64(0.7661890879586484)], 'SYSTOLIC': [np.float64(0.8284829745282376)]}",[-2.9999443258185727],[np.float64(0.4170106115764664)],0.0311201937156746,[0.10486969],0.9168921923665994,0.6260987608123031,0.9086751254057244,0.9014637233857168,0.5732127167373202,0.8970382118619061,0.900733932224368,0.6157058666895754,0.8964,143.75812882184982
rl_mimic_seed2,0.9967,0.4957,0.9978888888888888,0.4934803121693122,30000,0.7,2,9.28445862580594,2.7172153904731102,"{'AGE': [np.float64(1.0550927193103012)], 'BMI': [np.float64(0.5717599405691507)], 'DIASTOLIC': [np.float64(1.1390392112564434)], 'SYSTOLIC': [np.float64(0.8419360087579545)]}",[-2.955478799967892],[np.float64(0.4170106115764664)],0.0275287755561211,[0.10276928],0.9189193363319638,0.6325328533292675,0.9109434936559456,0.9025495592447832,0.5785072327311234,0.8996385364414281,0.9260824393656716,0.6301262738829485,0.9124,144.47873001893362
rl_mimic_seed1,0.9975,0.4969,0.9971111111111112,0.5019818597883597,30000,0.7,1,9.092876886039596,2.181310896698934,"{'AGE': [np.float64(0.956338187887337)], 'BMI': [np.float64(0.617108633206646)], 'DIASTOLIC': [np.float64(0.705854630462683)], 'SYSTOLIC': [np.float64(1.050023810383161)]}",[-2.9685753623806135],[np.float64(0.4170106115764664)],0.0260085980694824,[0.1151638],0.9186231306146804,0.627612694820014,0.9096894364119208,0.9046164317912304,0.5807215518420048,0.8973148421363234,0.9057075398372748,0.6040474149015603,0.8924,144.40042718251547
rl_mimic_seed0,0.9969,0.5022,0.9977777777777778,0.4990896058201058,30000,0.7,0,9.17674348660308,2.2701726070159824,"{'AGE': [np.float64(0.9526175041308531)], 'BMI': [np.float64(0.39118247674564377)], 'DIASTOLIC': [np.float64(0.6503104897015287)], 'SYSTOLIC': [np.float64(1.157751078019947)]}",[-2.9678967403344245],[np.float64(0.4170106115764664)],0.0306132377295578,[0.14906049],0.9190552922910168,0.6251246211293384,0.9086013573325464,0.8986562509810181,0.5655012317451825,0.8917084685748008,0.9065822009785716,0.6099128759380835,0.8940666666666667,143.09779543876647
rl_mimic_seed4,0.9973,0.4995,0.9978888888888888,0.5004294232804233,30000,0.7,4,9.057243786818104,1.9556774988568657,"{'AGE': [np.float64(1.3711527500744045)], 'BMI': [np.float64(0.6293215687387707)], 'DIASTOLIC': [np.float64(0.9944513895134884)], 'SYSTOLIC': [np.float64(1.1117649102967122)]}",[-2.935327186479734],[np.float64(0.4170106115764664)],0.0263188500252656,[0.11889337],0.9179696561984548,0.624436449135952,0.907015343759221,0.903773414100124,0.5728657404413482,0.8932207140749484,0.9053549074370676,0.6234205866175486,0.8941666666666667,143.63700975974402
rl_mimic_seed5,0.997,0.4994,0.9977777777777778,0.4976530396825397,30000,0.7,5,8.504253967713236,2.035702049394268,"{'AGE': [np.float64(1.0744297489462)], 'BMI': [np.float64(0.44996859384211724)], 'DIASTOLIC': [np.float64(0.7375167961187171)], 'SYSTOLIC': [np.float64(1.4366779808592889)]}",[-2.9694982266483896],[np.float64(0.4170106115764664)],0.0257221404623062,[0.10071313],0.9186345218037424,0.6339129034047292,0.9094865742106816,0.9010902305309034,0.5738080822580954,0.8954890823251697,0.9091748716509116,0.5864906905150309,0.9047,144.599479842186
rl_mimic_seed6,0.9964,0.5004,0.9967777777777778,0.4950780767195767,30000,0.7,6,8.89367175327011,1.7700587011043356,"{'AGE': [np.float64(0.9574789906142558)], 'BMI': [np.float64(0.4776759639561678)], 'DIASTOLIC': [np.float64(0.8131984016505013)], 'SYSTOLIC': [np.float64(0.889584886872583)]}",[-2.9719849728834116],[np.float64(0.4170106115764664)],0.0361728097256186,[0.06971031],0.9208808234805386,0.6297768645282662,0.9081587488934788,0.9006043925385324,0.5668981427128851,0.891062997934494,0.9095540840160116,0.5403523033842278,0.9083,144.97958809932072
rl_mimic_seed8,0.9963,0.5011,0.9986666666666668,0.4991487169312169,30000,0.7,8,8.526287916753772,1.4731884146914305,"{'AGE': [np.float64(0.8771922323696026)], 'BMI': [np.float64(0.5178247602147343)], 'DIASTOLIC': [np.float64(0.7536918345453403)], 'SYSTOLIC': [np.float64(1.2061761162891846)]}",[-2.981834685658903],[np.float64(0.4170106115764664)],0.0323550511030211,[0.10526353],0.9178333863115246,0.6222547572511141,0.9090624077899084,0.901978319516226,0.5686920371191585,0.895728828562998,0.9161750614449622,0.653842628878225,0.8985666666666666,143.75939204295477
rl_mimic_seed9,0.9972,0.5003,0.9983333333333332,0.4967207804232804,30000,0.7,9,8.590308039219211,2.824857285195948,"{'AGE': [np.float64(0.9863756528011531)], 'BMI': [np.float64(0.5459411670525895)], 'DIASTOLIC': [np.float64(1.0850312259836303)], 'SYSTOLIC': [np.float64(1.1621964334577237)]}",[-2.957409573476202],[np.float64(0.4170106115764664)],0.024805444841564,[0.15427491],0.9184595834861842,0.6218965174089517,0.9077530244910004,0.9020753420054632,0.5680720357011336,0.8962267630569489,0.9069153379982442,0.6187874932270429,0.8990333333333334,144.01916212638218
rl_mimic_seed7,0.9973,0.4996,0.9974444444444444,0.5015168544973545,30000,0.7,7,8.736909733932016,1.977947398226485,"{'AGE': [np.float64(0.7369373644329473)], 'BMI': [np.float64(0.6367001649649302)], 'DIASTOLIC': [np.float64(0.8599468244480664)], 'SYSTOLIC': [np.float64(0.9189881259403807)]}",[-2.9692073474626635],[np.float64(0.4170106115764664)],0.0270969518919736,[0.13027035],0.9173747092240334,0.6273900928006592,0.9075686043080556,0.8997822417358861,0.5600897278500143,0.8941428149896725,0.9010645003860732,0.6227900602111018,0.8876333333333334,142.99358184337615
emr_mimic_seed0/ckpt_5350,0.9970333333333334,0.4999035527777777,0.9977777777777778,0.4981797804232804,,0.7,0,11.740485712453207,41.860437524822125,"{'AGE': [np.float64(15.482272613369405)], 'BMI': [np.float64(6.394544728578628)], 'DIASTOLIC': [np.float64(19.604286376051633)], 'SYSTOLIC': [np.float64(20.92774993763921)]}",[-2.0709327249317973],[np.float64(0.4166675887709825)],0.3931242563288689,[nan],0.9190552922910168,0.6251246211293384,0.9086013573325464,0.7988071161082222,0.4048630185134129,0.8138462673354971,0.6228867978134084,0.2310458569490536,0.5723011552250697,
emr_mimic_seed1/ckpt_14990,0.9967333333333332,0.4944001177777777,0.9971111111111112,0.5003024021164021,,0.7,1,11.916418584277013,34.202603142597596,"{'AGE': [np.float64(14.340036167380841)], 'BMI': [np.float64(6.299809949150427)], 'DIASTOLIC': [np.float64(17.263078678608167)], 'SYSTOLIC': [np.float64(16.997619642583327)]}",[-2.314785162624525],[np.float64(0.4166675887709825)],0.5604701688371263,[nan],0.9186231306146804,0.627612694820014,0.9096894364119208,0.7613977953839182,0.2455124429485861,0.7421805842431396,0.736672952345224,0.2650444737079013,0.7201234895764175,
emr_mimic_seed2/ckpt_6250,0.9975,0.4966274622222222,0.9978888888888888,0.4937535026455025,,0.7,2,11.823282646187833,48.57087938788536,"{'AGE': [np.float64(15.698902678621605)], 'BMI': [np.float64(6.06192468990974)], 'DIASTOLIC': [np.float64(23.825311038368543)], 'SYSTOLIC': [np.float64(26.756193136768193)]}",[-2.472742590474899],[np.float64(0.4166675887709825)],0.3922175308666271,[nan],0.9189193363319638,0.6325328533292675,0.9109434936559456,0.8220600307216644,0.399551235404385,0.8227537621717321,0.6495471961816797,0.2313841115962458,0.6033727260655956,
emr_mimic_seed3/ckpt_10650,0.9968666666666668,0.5014981472222222,0.9977777777777778,0.504643582010582,,0.7,3,11.938251111211242,53.35990953203241,"{'AGE': [np.float64(14.538055009546808)], 'BMI': [np.float64(10.555573384909154)], 'DIASTOLIC': [np.float64(22.54878201491769)], 'SYSTOLIC': [np.float64(30.615551722213137)]}",[-2.4860859728698865],[np.float64(0.4166675887709825)],0.7901628447437342,[nan],0.9168921923665994,0.6260987608123031,0.9086751254057244,0.7049588322869468,0.2073019764063245,0.6690395396872234,0.4784147904121874,0.1085087907261109,0.3798300358518125,
emr_mimic_seed4/ckpt_14990,0.9973333333333332,0.4986795422222223,0.9978888888888888,0.4992239259259259,,0.7,4,11.832914421013545,36.0244082659953,"{'AGE': [np.float64(14.503826831885778)], 'BMI': [np.float64(5.030659139543836)], 'DIASTOLIC': [np.float64(19.370991789214447)], 'SYSTOLIC': [np.float64(18.453512487587815)]}",[-2.4061555648725017],[np.float64(0.4166675887709825)],0.5393249373309819,[nan],0.9179696561984548,0.624436449135952,0.907015343759221,0.7864650793550443,0.3074884434518591,0.7795441133077604,0.7127233972311686,0.2465283685590315,0.7089032001062275,
emr_mimic_seed5/ckpt_11550,0.9970333333333332,0.4993265677777778,0.9977777777777778,0.4973215793650793,,0.7,5,11.87162986469721,36.71165854626629,"{'AGE': [np.float64(15.674728563388074)], 'BMI': [np.float64(6.049190141397364)], 'DIASTOLIC': [np.float64(20.006580793544725)], 'SYSTOLIC': [np.float64(14.21439382401091)]}",[-2.393142839691513],[np.float64(0.4166675887709825)],0.4577737778196147,[nan],0.9186345218037424,0.6339129034047292,0.9094865742106816,0.7578005435572542,0.2740196554158047,0.7534486574210681,0.6323168886641348,0.1947159431277594,0.5943101845704422,
emr_mimic_seed6/ckpt_14350,0.9963666666666668,0.499149185,0.9967777777777778,0.4953495291005291,,0.7,6,11.894410171671565,33.634633512011895,"{'AGE': [np.float64(14.13696052413654)], 'BMI': [np.float64(4.231071325051757)], 'DIASTOLIC': [np.float64(18.611806766359418)], 'SYSTOLIC': [np.float64(12.524111281997664)]}",[-2.4611909885337955],[np.float64(0.4166675887709825)],0.8288688163386436,[nan],0.9208808234805386,0.6297768645282662,0.9081587488934788,0.7326527380355687,0.2449685908673913,0.6856189141339628,0.7750165815544738,0.4089116683532745,0.7848891249502058,
emr_mimic_seed7/ckpt_12000,0.9963,0.5012591216666666,0.9974444444444444,0.5007167433862434,,0.7,7,11.767124174134253,34.870652939955285,"{'AGE': [np.float64(15.207097901971318)], 'BMI': [np.float64(7.451511732920141)], 'DIASTOLIC': [np.float64(20.28642626784214)], 'SYSTOLIC': [np.float64(9.841719582287267)]}",[-2.0025516580073583],[np.float64(0.4166675887709825)],0.4090479907845538,[nan],0.9173747092240334,0.6273900928006592,0.9075686043080556,0.7510956949620153,0.2419790284739781,0.7363713484803777,0.762728213076033,0.2533642915919446,0.761950604169433,
emr_mimic_seed8/ckpt_5800,0.9972,0.5000029616666667,0.9986666666666668,0.4989654074074073,,0.7,8,11.881334477044652,50.58871307756764,"{'AGE': [np.float64(15.704073847492806)], 'BMI': [np.float64(9.19124676326)], 'DIASTOLIC': [np.float64(20.848071729519855)], 'SYSTOLIC': [np.float64(25.838045745877796)]}",[-2.363605199814282],[np.float64(0.4166675887709825)],0.7588929085845656,[nan],0.9178333863115246,0.6222547572511141,0.9090624077899084,0.7842374650808625,0.3098603297070146,0.7670035408675125,0.6704565924736154,0.2902738498408665,0.6166179790200504,
emr_mimic_seed9/ckpt_5950,0.9972666666666667,0.4989566555555555,0.9983333333333332,0.4960529761904761,,0.7,9,11.858080106386993,36.84088293412636,"{'AGE': [np.float64(15.385123050307625)], 'BMI': [np.float64(8.320621647923117)], 'DIASTOLIC': [np.float64(19.325264746948754)], 'SYSTOLIC': [np.float64(13.8167927883143)]}",[-2.364583879841048],[np.float64(0.4166675887709825)],0.5520722484450438,[nan],0.9184595834861842,0.6218965174089517,0.9077530244910004,0.7421834392728048,0.2848894551485664,0.7508852168781351,0.6208588739212694,0.1936122584308052,0.5596534324790864,
